trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
31,short,2025-03-28T08:30:00Z,2025-03-28T23:00:00Z,2.5745,2.5195,36.51,93.994995,1.92,2.04,3.76,4.00,-1.35,-1.43,-4.09,-4.09,29,Short,Regime Flat
32,short,2025-03-29T11:30:00Z,2025-03-30T01:30:00Z,2.3187,2.3046,41.36,95.901432,0.49,0.51,2.88,3.00,-1.13,-1.18,-3.6,-3.60,28,Short,Regime Flat
33,short,2025-04-02T06:30:00Z,2025-04-02T09:00:00Z,2.332,2.3924,41.33,96.38156,-2.59,-2.69,0.64,0.67,-2.59,-2.68,-6.2,-6.20,5,Short,Regime Flat
34,short,2025-04-03T18:00:00Z,2025-04-03T22:00:00Z,2.2222,2.2512,42.21,93.799062,-1.32,-1.40,0.75,0.80,-1.68,-1.80,-7.51,-7.51,8,Short,Regime Flat
35,short,2025-04-06T14:00:00Z,2025-04-07T10:30:00Z,2.0904,1.8494,44.24,92.479296,10.57,11.43,16.45,17.78,-1.29,-1.40,3.06,3.06,41,Short,Regime Flat
36,long,2025-04-09T20:00:00Z,2025-04-10T08:30:00Z,2.2548,2.1421,45.71,103.066908,-5.25,-5.09,1.5,1.46,-6.78,-6.58,-2.19,-2.19,25,Long,Regime Flat
37,long,2025-04-11T07:00:00Z,2025-04-11T14:30:00Z,2.1989,2.1605,44.48,97.807072,-1.8,-1.84,1.77,1.81,-1.96,-2.00,-4,-4.00,15,Long,Regime Flat
38,long,2025-04-12T14:30:00Z,2025-04-13T05:00:00Z,2.3243,2.3581,41.3,95.99359,1.3,1.35,3.76,3.92,-2.25,-2.34,-2.7,-2.70,29,Long,Regime Flat
39,short,2025-04-15T02:30:00Z,2025-04-15T07:00:00Z,2.1767,2.1854,44.69,97.276723,-0.49,-0.50,0.5,0.51,-1.68,-1.73,-3.18,-3.18,9,Short,Regime Flat
40,short,2025-04-16T01:00:00Z,2025-04-16T09:00:00Z,2.0793,2.0939,46.55,96.791415,-0.78,-0.80,1.12,1.16,-1.68,-1.73,-3.96,-3.96,16,Short,Regime Flat
41,long,2025-04-21T06:30:00Z,2025-04-21T16:30:00Z,2.2446,2.2271,42.79,96.046434,-0.84,-0.88,1.67,1.74,-1.18,-1.23,-4.81,-4.81,20,Long,Regime Flat
42,long,2025-04-22T09:00:00Z,2025-04-23T15:30:00Z,2.3073,2.8823,41.25,95.176125,23.61,24.80,31.5,33.08,-0.47,-0.49,18.81,18.81,61,Long,Regime Flat
43,long,2025-04-24T19:00:00Z,2025-04-25T19:30:00Z,3.3144,3.5955,35.84,118.788096,9.95,8.37,17.63,14.83,-3.39,-2.85,28.76,28.76,49,Long,Regime Flat
44,long,2025-05-01T11:30:00Z,2025-05-01T21:00:00Z,3.6407,3.6622,35.36,128.735152,0.63,0.49,4.39,3.41,-0.28,-0.22,29.39,29.39,19,Long,Regime Flat
45,short,2025-05-02T04:30:00Z,2025-05-02T15:00:00Z,3.5097,3.484,36.86,129.367542,0.82,0.63,3.88,2.99,-0.09,-0.07,30.21,30.21,21,Short,Regime Flat
46,short,2025-05-03T18:30:00Z,2025-05-03T22:30:00Z,3.307,3.3411,39.37,130.19659,-1.47,-1.13,0.99,0.76,-1.49,-1.15,28.73,28.73,8,Short,Regime Flat
47,long,2025-05-08T04:30:00Z,2025-05-09T03:30:00Z,3.6366,3.9385,35.39,128.699274,10.55,8.19,16.65,12.93,-2.38,-1.85,39.28,39.28,46,Long,Regime Flat
48,short,2025-05-17T02:00:00Z,2025-05-17T04:00:00Z,3.6933,3.7884,37.71,139.274343,-3.73,-2.67,0.85,0.61,-3.94,-2.83,35.56,35.56,4,Short,Regime Flat
